TrialID,ConfigurationEpochBefore,ConfigurationEpochAfter,ParameterPath,DecodedValue,Units,SourceBitRange,SourceMessageSHA256,Installed,Mismatch,Status
SIB1-ASN-018,1,2,SIB1.servingCellConfigCommon.uplinkConfigCommon.initialUplinkBWP.genericParameters.locationAndBandwidth.initial_ul_bwp_size,13750,RB,anchor_codec_field_level,0a5ce71688b3ccb14cf411d27fc84a41d581c634dbe6e289c37038f15b94c369,1,0,PASS
SIB1-ASN-018,1,2,SIB1.rach-ConfigCommon.rach-ConfigGeneric.msg1-SubcarrierSpacing,1.25,kHz,anchor_codec_field_level,0a5ce71688b3ccb14cf411d27fc84a41d581c634dbe6e289c37038f15b94c369,1,0,PASS
SIB1-ASN-018,1,2,SIB1.servingCellConfigCommon.uplinkConfigCommon.initialUplinkBWP.genericParameters.cyclicPrefix,normal,enum,anchor_codec_field_level,0a5ce71688b3ccb14cf411d27fc84a41d581c634dbe6e289c37038f15b94c369,1,0,PASS
SIB1-ASN-018,1,2,SIB1.rach-ConfigCommon.rach-ConfigGeneric.prach-ConfigurationIndex,16,index,anchor_codec_field_level,0a5ce71688b3ccb14cf411d27fc84a41d581c634dbe6e289c37038f15b94c369,1,0,PASS
SIB1-ASN-018,1,2,SIB1.rach-ConfigCommon.rach-ConfigGeneric.msg1-FDM,one,enum,anchor_codec_field_level,0a5ce71688b3ccb14cf411d27fc84a41d581c634dbe6e289c37038f15b94c369,1,0,PASS
SIB1-ASN-018,1,2,SIB1.rach-ConfigCommon.rootSequenceIndex,1,index,anchor_codec_field_level,0a5ce71688b3ccb14cf411d27fc84a41d581c634dbe6e289c37038f15b94c369,1,0,PASS
SIB1-ASN-018,1,2,SIB1.rach-ConfigCommon.rach-ConfigGeneric.restrictedSetConfig,RestrictedSetTypeA,enum,anchor_codec_field_level,0a5ce71688b3ccb14cf411d27fc84a41d581c634dbe6e289c37038f15b94c369,1,0,PASS
SIB1-ASN-018,1,2,SIB1.rach-ConfigCommon.zeroCorrelationZoneConfig,8,index,anchor_codec_field_level,0a5ce71688b3ccb14cf411d27fc84a41d581c634dbe6e289c37038f15b94c369,1,0,PASS
SIB1-ASN-018,1,2,SIB1.rach-ConfigCommon.msg1-FrequencyStart,0,RB,anchor_codec_field_level,0a5ce71688b3ccb14cf411d27fc84a41d581c634dbe6e289c37038f15b94c369,1,0,PASS
SIB1-ASN-018,1,2,SIB1.rach-ConfigCommon.preambleReceivedTargetPower,-100,dBm,anchor_codec_field_level,0a5ce71688b3ccb14cf411d27fc84a41d581c634dbe6e289c37038f15b94c369,1,0,PASS
SIB1-ASN-018,1,2,SIB1.rach-ConfigCommon.powerRampingStep,2,dB,anchor_codec_field_level,0a5ce71688b3ccb14cf411d27fc84a41d581c634dbe6e289c37038f15b94c369,1,0,PASS
SIB1-ASN-018,1,2,SIB1.rach-ConfigCommon.preambleTransMax,10,count,anchor_codec_field_level,0a5ce71688b3ccb14cf411d27fc84a41d581c634dbe6e289c37038f15b94c369,1,0,PASS
SIB1-ASN-018,1,2,SIB1.rach-ConfigCommon.ra-ResponseWindow,8,slots,anchor_codec_field_level,0a5ce71688b3ccb14cf411d27fc84a41d581c634dbe6e289c37038f15b94c369,1,0,PASS
SIB1-ASN-018,1,2,SIB1.rach-ConfigCommon.totalNumberOfRA-Preambles,64,count,anchor_codec_field_level,0a5ce71688b3ccb14cf411d27fc84a41d581c634dbe6e289c37038f15b94c369,1,0,PASS
SIB1-ASN-018,1,2,SIB1.rach-ConfigCommon.prach-RootSequenceIndex/format anchor,0,enum,anchor_codec_field_level,0a5ce71688b3ccb14cf411d27fc84a41d581c634dbe6e289c37038f15b94c369,1,0,PASS
SIB1-ASN-018,1,2,SIB1.servingCellConfigCommon.uplinkConfigCommon.initialUplinkBWP.pusch-ConfigCommon.msg3-DeltaPreamble,0,dB,anchor_codec_field_level,0a5ce71688b3ccb14cf411d27fc84a41d581c634dbe6e289c37038f15b94c369,1,0,PASS
SIB1-ASN-018,1,2,SIB1.servingCellConfigCommon.uplinkConfigCommon.initialUplinkBWP.pucch-ConfigCommon.pucch-ResourceCommon,0,index,anchor_codec_field_level,0a5ce71688b3ccb14cf411d27fc84a41d581c634dbe6e289c37038f15b94c369,1,0,PASS
SIB1-ASN-019,1,2,decoded_sib1_control,1,boolean,anchor_codec_field_level,606f1c2249cf3260e9f41bbe30cbc1a2270d949cd7bad1dbfc98da8690ffeeb4,1,0,PASS
SIB1-ASN-019,1,2,decoded_sib1,decoded_sib1_rach_config_common,enum,anchor_codec_field_level,606f1c2249cf3260e9f41bbe30cbc1a2270d949cd7bad1dbfc98da8690ffeeb4,1,0,PASS
SIB1-ASN-019,1,2,SIB1.servingCellConfigCommon.uplinkConfigCommon.initialUplinkBWP.genericParameters.locationAndBandwidth,0,RB,anchor_codec_field_level,606f1c2249cf3260e9f41bbe30cbc1a2270d949cd7bad1dbfc98da8690ffeeb4,1,0,PASS
SIB1-ASN-019,1,2,SIB1.servingCellConfigCommon.uplinkConfigCommon.initialUplinkBWP.genericParameters.locationAndBandwidth.initial_ul_bwp_size,13750,RB,anchor_codec_field_level,606f1c2249cf3260e9f41bbe30cbc1a2270d949cd7bad1dbfc98da8690ffeeb4,1,0,PASS
SIB1-ASN-019,1,2,SIB1.rach-ConfigCommon.rach-ConfigGeneric.msg1-SubcarrierSpacing,1.25,kHz,anchor_codec_field_level,606f1c2249cf3260e9f41bbe30cbc1a2270d949cd7bad1dbfc98da8690ffeeb4,1,0,PASS
SIB1-ASN-019,1,2,SIB1.servingCellConfigCommon.uplinkConfigCommon.initialUplinkBWP.genericParameters.cyclicPrefix,normal,enum,anchor_codec_field_level,606f1c2249cf3260e9f41bbe30cbc1a2270d949cd7bad1dbfc98da8690ffeeb4,1,0,PASS
SIB1-ASN-019,1,2,SIB1.rach-ConfigCommon.rach-ConfigGeneric.prach-ConfigurationIndex,16,index,anchor_codec_field_level,606f1c2249cf3260e9f41bbe30cbc1a2270d949cd7bad1dbfc98da8690ffeeb4,1,0,PASS
SIB1-ASN-019,1,2,SIB1.rach-ConfigCommon.rach-ConfigGeneric.msg1-FDM,one,enum,anchor_codec_field_level,606f1c2249cf3260e9f41bbe30cbc1a2270d949cd7bad1dbfc98da8690ffeeb4,1,0,PASS
SIB1-ASN-019,1,2,SIB1.rach-ConfigCommon.rootSequenceIndex,1,index,anchor_codec_field_level,606f1c2249cf3260e9f41bbe30cbc1a2270d949cd7bad1dbfc98da8690ffeeb4,1,0,PASS
SIB1-ASN-019,1,2,SIB1.rach-ConfigCommon.rach-ConfigGeneric.restrictedSetConfig,RestrictedSetTypeB,enum,anchor_codec_field_level,606f1c2249cf3260e9f41bbe30cbc1a2270d949cd7bad1dbfc98da8690ffeeb4,1,0,PASS
SIB1-ASN-019,1,2,SIB1.rach-ConfigCommon.zeroCorrelationZoneConfig,8,index,anchor_codec_field_level,606f1c2249cf3260e9f41bbe30cbc1a2270d949cd7bad1dbfc98da8690ffeeb4,1,0,PASS
SIB1-ASN-019,1,2,SIB1.rach-ConfigCommon.msg1-FrequencyStart,0,RB,anchor_codec_field_level,606f1c2249cf3260e9f41bbe30cbc1a2270d949cd7bad1dbfc98da8690ffeeb4,1,0,PASS
SIB1-ASN-019,1,2,SIB1.rach-ConfigCommon.preambleReceivedTargetPower,-100,dBm,anchor_codec_field_level,606f1c2249cf3260e9f41bbe30cbc1a2270d949cd7bad1dbfc98da8690ffeeb4,1,0,PASS
SIB1-ASN-019,1,2,SIB1.rach-ConfigCommon.powerRampingStep,2,dB,anchor_codec_field_level,606f1c2249cf3260e9f41bbe30cbc1a2270d949cd7bad1dbfc98da8690ffeeb4,1,0,PASS
SIB1-ASN-019,1,2,SIB1.rach-ConfigCommon.preambleTransMax,10,count,anchor_codec_field_level,606f1c2249cf3260e9f41bbe30cbc1a2270d949cd7bad1dbfc98da8690ffeeb4,1,0,PASS
SIB1-ASN-019,1,2,SIB1.rach-ConfigCommon.ra-ResponseWindow,8,slots,anchor_codec_field_level,606f1c2249cf3260e9f41bbe30cbc1a2270d949cd7bad1dbfc98da8690ffeeb4,1,0,PASS
SIB1-ASN-019,1,2,SIB1.rach-ConfigCommon.totalNumberOfRA-Preambles,64,count,anchor_codec_field_level,606f1c2249cf3260e9f41bbe30cbc1a2270d949cd7bad1dbfc98da8690ffeeb4,1,0,PASS
SIB1-ASN-019,1,2,SIB1.rach-ConfigCommon.prach-RootSequenceIndex/format anchor,0,enum,anchor_codec_field_level,606f1c2249cf3260e9f41bbe30cbc1a2270d949cd7bad1dbfc98da8690ffeeb4,1,0,PASS
SIB1-ASN-019,1,2,SIB1.servingCellConfigCommon.uplinkConfigCommon.initialUplinkBWP.pusch-ConfigCommon.msg3-DeltaPreamble,0,dB,anchor_codec_field_level,606f1c2249cf3260e9f41bbe30cbc1a2270d949cd7bad1dbfc98da8690ffeeb4,1,0,PASS
SIB1-ASN-019,1,2,SIB1.servingCellConfigCommon.uplinkConfigCommon.initialUplinkBWP.pucch-ConfigCommon.pucch-ResourceCommon,0,index,anchor_codec_field_level,606f1c2249cf3260e9f41bbe30cbc1a2270d949cd7bad1dbfc98da8690ffeeb4,1,0,PASS
SIB1-ASN-020,1,2,decoded_sib1_control,1,boolean,anchor_codec_field_level,a41cf749b0c165e3bb7c5812ace7f73369e836ae4eb5817410e26860db0c11ae,1,0,PASS
SIB1-ASN-020,1,2,decoded_sib1,decoded_sib1_rach_config_common,enum,anchor_codec_field_level,a41cf749b0c165e3bb7c5812ace7f73369e836ae4eb5817410e26860db0c11ae,1,0,PASS
SIB1-ASN-020,1,2,SIB1.servingCellConfigCommon.uplinkConfigCommon.initialUplinkBWP.genericParameters.locationAndBandwidth,0,RB,anchor_codec_field_level,a41cf749b0c165e3bb7c5812ace7f73369e836ae4eb5817410e26860db0c11ae,1,0,PASS
SIB1-ASN-020,1,2,SIB1.servingCellConfigCommon.uplinkConfigCommon.initialUplinkBWP.genericParameters.locationAndBandwidth.initial_ul_bwp_size,28875,RB,anchor_codec_field_level,a41cf749b0c165e3bb7c5812ace7f73369e836ae4eb5817410e26860db0c11ae,1,0,PASS
SIB1-ASN-020,1,2,SIB1.rach-ConfigCommon.rach-ConfigGeneric.msg1-SubcarrierSpacing,1.25,kHz,anchor_codec_field_level,a41cf749b0c165e3bb7c5812ace7f73369e836ae4eb5817410e26860db0c11ae,1,0,PASS
SIB1-ASN-020,1,2,SIB1.servingCellConfigCommon.uplinkConfigCommon.initialUplinkBWP.genericParameters.cyclicPrefix,normal,enum,anchor_codec_field_level,a41cf749b0c165e3bb7c5812ace7f73369e836ae4eb5817410e26860db0c11ae,1,0,PASS
SIB1-ASN-020,1,2,SIB1.rach-ConfigCommon.rach-ConfigGeneric.prach-ConfigurationIndex,16,index,anchor_codec_field_level,a41cf749b0c165e3bb7c5812ace7f73369e836ae4eb5817410e26860db0c11ae,1,0,PASS
SIB1-ASN-020,1,2,SIB1.rach-ConfigCommon.rach-ConfigGeneric.msg1-FDM,eight,enum,anchor_codec_field_level,a41cf749b0c165e3bb7c5812ace7f73369e836ae4eb5817410e26860db0c11ae,1,0,PASS
SIB1-ASN-020,1,2,SIB1.rach-ConfigCommon.rootSequenceIndex,1,index,anchor_codec_field_level,a41cf749b0c165e3bb7c5812ace7f73369e836ae4eb5817410e26860db0c11ae,1,0,PASS
SIB1-ASN-020,1,2,SIB1.rach-ConfigCommon.rach-ConfigGeneric.restrictedSetConfig,UnrestrictedSet,enum,anchor_codec_field_level,a41cf749b0c165e3bb7c5812ace7f73369e836ae4eb5817410e26860db0c11ae,1,0,PASS
SIB1-ASN-020,1,2,SIB1.rach-ConfigCommon.zeroCorrelationZoneConfig,8,index,anchor_codec_field_level,a41cf749b0c165e3bb7c5812ace7f73369e836ae4eb5817410e26860db0c11ae,1,0,PASS
SIB1-ASN-020,1,2,SIB1.rach-ConfigCommon.msg1-FrequencyStart,12,RB,anchor_codec_field_level,a41cf749b0c165e3bb7c5812ace7f73369e836ae4eb5817410e26860db0c11ae,1,0,PASS
SIB1-ASN-020,1,2,SIB1.rach-ConfigCommon.preambleReceivedTargetPower,-100,dBm,anchor_codec_field_level,a41cf749b0c165e3bb7c5812ace7f73369e836ae4eb5817410e26860db0c11ae,1,0,PASS
SIB1-ASN-020,1,2,SIB1.rach-ConfigCommon.powerRampingStep,6,dB,anchor_codec_field_level,a41cf749b0c165e3bb7c5812ace7f73369e836ae4eb5817410e26860db0c11ae,1,0,PASS
SIB1-ASN-020,1,2,SIB1.rach-ConfigCommon.preambleTransMax,200,count,anchor_codec_field_level,a41cf749b0c165e3bb7c5812ace7f73369e836ae4eb5817410e26860db0c11ae,1,0,PASS
SIB1-ASN-020,1,2,SIB1.rach-ConfigCommon.ra-ResponseWindow,80,slots,anchor_codec_field_level,a41cf749b0c165e3bb7c5812ace7f73369e836ae4eb5817410e26860db0c11ae,1,0,PASS
SIB1-ASN-020,1,2,SIB1.rach-ConfigCommon.totalNumberOfRA-Preambles,63,count,anchor_codec_field_level,a41cf749b0c165e3bb7c5812ace7f73369e836ae4eb5817410e26860db0c11ae,1,0,PASS
SIB1-ASN-020,1,2,SIB1.rach-ConfigCommon.prach-RootSequenceIndex/format anchor,0,enum,anchor_codec_field_level,a41cf749b0c165e3bb7c5812ace7f73369e836ae4eb5817410e26860db0c11ae,1,0,PASS
SIB1-ASN-020,1,2,SIB1.servingCellConfigCommon.uplinkConfigCommon.initialUplinkBWP.pusch-ConfigCommon.msg3-DeltaPreamble,0,dB,anchor_codec_field_level,a41cf749b0c165e3bb7c5812ace7f73369e836ae4eb5817410e26860db0c11ae,1,0,PASS
SIB1-ASN-020,1,2,SIB1.servingCellConfigCommon.uplinkConfigCommon.initialUplinkBWP.pucch-ConfigCommon.pucch-ResourceCommon,0,index,anchor_codec_field_level,a41cf749b0c165e3bb7c5812ace7f73369e836ae4eb5817410e26860db0c11ae,1,0,PASS
