frame,slot,direction,ue_id,rnti,cell_id,configured_beam_selection_strategy,beam_selection_strategy,selected_beam_index,best_beam_index,beam_hit,requested_beam_index_set,requested_beam_truth_classification,precoder_source,applied_precoder_source,requested_precoder_pmi,requested_precoder_pmi_truth_classification,applied_precoder_pmi,applied_precoder_pmi_type,applied_precoder_codebook_mode,requested_vs_applied_precoder_pmi_match_status,beamforming_applied,applied_beam_index_set,applied_beam_application_source,applied_beam_truth_classification,applied_precoder_pmi_application_source,applied_precoder_pmi_truth_classification,precoding_mode,precoding_application_stage,precoding_active,explicit_beam_weights_applied,transform_precoding_applied,precoding_num_ports,precoding_num_layers,precoding_matrix_rows,precoding_matrix_cols,runtime_evidence,source_artifact_ref,run_id,run_tag,scenario_id,scenario_variant_id,config_hash,code_commit,seed,beam_id,block_id,pipeline_id,producer_module,status_code,status_classification,source_tensor_ref,derived_flag,active_flag
9,9,DL,44,44,4,runtime_best_beam_per_link,runtime_best_beam_per_link,2,5,0,1|2,requested_reference,codebook_dft,codebook_dft,3,requested_reference,11,type1,type1_su_mimo,requested_differs_from_runtime_applied,1,12|13,codebook_dft,applied_runtime_value,codebook_dft,applied_runtime_value,explicit-wideband,nrPDSCHPrecode_before_RE_mapping,1,1,0,64,2,64,2,persisted_air_interface_trial_row,air_interface/csv/dl_pdsch_trials.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_beam_runtime_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildBeamPrecoderTable,implemented,runtime_beam_precoder_trial_rows,not_applicable,0,1
9,9,DL,49,49,4,runtime_best_beam_per_link,runtime_best_beam_per_link,2,5,0,1|2,requested_reference,codebook_dft,codebook_dft,3,requested_reference,22,type1,type1_su_mimo,requested_differs_from_runtime_applied,1,23|24,codebook_dft,applied_runtime_value,codebook_dft,applied_runtime_value,explicit-wideband,nrPDSCHPrecode_before_RE_mapping,1,1,0,64,2,64,2,persisted_air_interface_trial_row,air_interface/csv/dl_pdsch_trials.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_beam_runtime_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildBeamPrecoderTable,implemented,runtime_beam_precoder_trial_rows,not_applicable,0,1
9,9,DL,30,30,5,runtime_best_beam_per_link,runtime_best_beam_per_link,2,7,0,1|2,requested_reference,codebook_dft,codebook_dft,6,requested_reference,10,type1,type1_su_mimo,requested_differs_from_runtime_applied,1,11|12,codebook_dft,applied_runtime_value,codebook_dft,applied_runtime_value,explicit-wideband,nrPDSCHPrecode_before_RE_mapping,1,1,0,64,2,64,2,persisted_air_interface_trial_row,air_interface/csv/dl_pdsch_trials.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_beam_runtime_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildBeamPrecoderTable,implemented,runtime_beam_precoder_trial_rows,not_applicable,0,1
9,9,DL,39,39,5,runtime_best_beam_per_link,runtime_best_beam_per_link,2,2,1,1|2,requested_reference,codebook_dft,codebook_dft,1,requested_reference,14,type1,type1_su_mimo,requested_differs_from_runtime_applied,1,15|16,codebook_dft,applied_runtime_value,codebook_dft,applied_runtime_value,explicit-wideband,nrPDSCHPrecode_before_RE_mapping,1,1,0,64,2,64,2,persisted_air_interface_trial_row,air_interface/csv/dl_pdsch_trials.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_beam_runtime_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildBeamPrecoderTable,implemented,runtime_beam_precoder_trial_rows,not_applicable,0,1
9,9,DL,7,7,5,runtime_best_beam_per_link,runtime_best_beam_per_link,2,6,0,1|2,requested_reference,codebook_dft,codebook_dft,5,requested_reference,18,type1,type1_su_mimo,requested_differs_from_runtime_applied,1,19|20,codebook_dft,applied_runtime_value,codebook_dft,applied_runtime_value,explicit-wideband,nrPDSCHPrecode_before_RE_mapping,1,1,0,64,2,64,2,persisted_air_interface_trial_row,air_interface/csv/dl_pdsch_trials.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_beam_runtime_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildBeamPrecoderTable,implemented,runtime_beam_precoder_trial_rows,not_applicable,0,1
9,9,DL,46,46,5,runtime_best_beam_per_link,runtime_best_beam_per_link,1,1,1,1|2,requested_reference,codebook_dft,codebook_dft,0,requested_reference,1,type1,type1_su_mimo,requested_differs_from_runtime_applied,1,2,codebook_dft,applied_runtime_value,codebook_dft,applied_runtime_value,explicit-wideband,nrPDSCHPrecode_before_RE_mapping,1,1,0,64,1,64,1,persisted_air_interface_trial_row,air_interface/csv/dl_pdsch_trials.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_beam_runtime_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildBeamPrecoderTable,implemented,runtime_beam_precoder_trial_rows,not_applicable,0,1
9,9,DL,27,27,5,runtime_best_beam_per_link,runtime_best_beam_per_link,1,1,1,1|2,requested_reference,codebook_dft,codebook_dft,0,requested_reference,1,type1,type1_su_mimo,requested_differs_from_runtime_applied,1,2,codebook_dft,applied_runtime_value,codebook_dft,applied_runtime_value,explicit-wideband,nrPDSCHPrecode_before_RE_mapping,1,1,0,64,1,64,1,persisted_air_interface_trial_row,air_interface/csv/dl_pdsch_trials.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_beam_runtime_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildBeamPrecoderTable,implemented,runtime_beam_precoder_trial_rows,not_applicable,0,1
9,9,DL,11,11,5,runtime_best_beam_per_link,runtime_best_beam_per_link,1,1,1,1|2,requested_reference,codebook_dft,codebook_dft,0,requested_reference,30,type1,type1_su_mimo,requested_differs_from_runtime_applied,1,31,codebook_dft,applied_runtime_value,codebook_dft,applied_runtime_value,explicit-wideband,nrPDSCHPrecode_before_RE_mapping,1,1,0,64,1,64,1,persisted_air_interface_trial_row,air_interface/csv/dl_pdsch_trials.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_beam_runtime_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildBeamPrecoderTable,implemented,runtime_beam_precoder_trial_rows,not_applicable,0,1
9,9,DL,1,1,5,runtime_best_beam_per_link,runtime_best_beam_per_link,2,14,0,1|2,requested_reference,codebook_dft,codebook_dft,13,requested_reference,26,type1,type1_su_mimo,requested_differs_from_runtime_applied,1,27|28,codebook_dft,applied_runtime_value,codebook_dft,applied_runtime_value,explicit-wideband,nrPDSCHPrecode_before_RE_mapping,1,1,0,64,2,64,2,persisted_air_interface_trial_row,air_interface/csv/dl_pdsch_trials.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_beam_runtime_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildBeamPrecoderTable,implemented,runtime_beam_precoder_trial_rows,not_applicable,0,1
9,9,DL,17,17,5,runtime_best_beam_per_link,runtime_best_beam_per_link,2,2,1,1|2,requested_reference,codebook_dft,codebook_dft,1,requested_reference,13,type1,type1_su_mimo,requested_differs_from_runtime_applied,1,14|15,codebook_dft,applied_runtime_value,codebook_dft,applied_runtime_value,explicit-wideband,nrPDSCHPrecode_before_RE_mapping,1,1,0,64,2,64,2,persisted_air_interface_trial_row,air_interface/csv/dl_pdsch_trials.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_beam_runtime_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildBeamPrecoderTable,implemented,runtime_beam_precoder_trial_rows,not_applicable,0,1
9,9,DL,21,21,5,runtime_best_beam_per_link,runtime_best_beam_per_link,2,17,0,1|2,requested_reference,codebook_dft,codebook_dft,16,requested_reference,0,type1,type1_su_mimo,requested_differs_from_runtime_applied,1,1|2,codebook_dft,applied_runtime_value,codebook_dft,applied_runtime_value,explicit-wideband,nrPDSCHPrecode_before_RE_mapping,1,1,0,64,2,64,2,persisted_air_interface_trial_row,air_interface/csv/dl_pdsch_trials.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_beam_runtime_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildBeamPrecoderTable,implemented,runtime_beam_precoder_trial_rows,not_applicable,0,1
9,9,DL,25,25,5,runtime_best_beam_per_link,runtime_best_beam_per_link,1,1,1,1|2,requested_reference,codebook_dft,codebook_dft,0,requested_reference,4,type1,type1_su_mimo,requested_differs_from_runtime_applied,1,5|6,codebook_dft,applied_runtime_value,codebook_dft,applied_runtime_value,explicit-wideband,nrPDSCHPrecode_before_RE_mapping,1,1,0,64,2,64,2,persisted_air_interface_trial_row,air_interface/csv/dl_pdsch_trials.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_beam_runtime_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildBeamPrecoderTable,implemented,runtime_beam_precoder_trial_rows,not_applicable,0,1
9,9,DL,28,28,5,runtime_best_beam_per_link,runtime_best_beam_per_link,2,2,1,1|2,requested_reference,codebook_dft,codebook_dft,0,requested_reference,2,type1,type1_su_mimo,requested_differs_from_runtime_applied,1,3|4,codebook_dft,applied_runtime_value,codebook_dft,applied_runtime_value,explicit-wideband,nrPDSCHPrecode_before_RE_mapping,1,1,0,64,2,64,2,persisted_air_interface_trial_row,air_interface/csv/dl_pdsch_trials.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_beam_runtime_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildBeamPrecoderTable,implemented,runtime_beam_precoder_trial_rows,not_applicable,0,1
9,9,DL,31,31,5,runtime_best_beam_per_link,runtime_best_beam_per_link,1,1,1,1|2,requested_reference,codebook_dft,codebook_dft,0,requested_reference,2,type1,type1_su_mimo,requested_differs_from_runtime_applied,1,3,codebook_dft,applied_runtime_value,codebook_dft,applied_runtime_value,explicit-wideband,nrPDSCHPrecode_before_RE_mapping,1,1,0,64,1,64,1,persisted_air_interface_trial_row,air_interface/csv/dl_pdsch_trials.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_beam_runtime_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildBeamPrecoderTable,implemented,runtime_beam_precoder_trial_rows,not_applicable,0,1
9,9,DL,36,36,5,runtime_best_beam_per_link,runtime_best_beam_per_link,2,2,1,1|2,requested_reference,codebook_dft,codebook_dft,1,requested_reference,2,type1,type1_su_mimo,requested_differs_from_runtime_applied,1,3|4,codebook_dft,applied_runtime_value,codebook_dft,applied_runtime_value,explicit-wideband,nrPDSCHPrecode_before_RE_mapping,1,1,0,64,2,64,2,persisted_air_interface_trial_row,air_interface/csv/dl_pdsch_trials.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_beam_runtime_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildBeamPrecoderTable,implemented,runtime_beam_precoder_trial_rows,not_applicable,0,1
9,9,DL,48,48,5,runtime_best_beam_per_link,runtime_best_beam_per_link,2,7,0,1|2,requested_reference,codebook_dft,codebook_dft,6,requested_reference,3,type1,type1_su_mimo,requested_differs_from_runtime_applied,1,4|5,codebook_dft,applied_runtime_value,codebook_dft,applied_runtime_value,explicit-wideband,nrPDSCHPrecode_before_RE_mapping,1,1,0,64,2,64,2,persisted_air_interface_trial_row,air_interface/csv/dl_pdsch_trials.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_beam_runtime_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildBeamPrecoderTable,implemented,runtime_beam_precoder_trial_rows,not_applicable,0,1
9,9,UL,3,3,1,runtime_best_beam_per_link,runtime_best_beam_per_link,1,1,1,1|2,requested_reference,ul_pusch_native_codebook_tpmi,ul_pusch_native_codebook_tpmi,0,requested_reference,0,pusch_codebook,nr_pusch_codebook,requested_matches_runtime_applied,1,1,ul_pusch_native_codebook_tpmi_port_support,applied_runtime_value,ul_pusch_native_codebook_tpmi,applied_runtime_value,ul_codebook_tpmi,nrPUSCH_native_codebook_precoding_during_modulation,1,0,0,2,1,2,1,persisted_air_interface_trial_row,air_interface/csv/ul_pusch_trials.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_beam_runtime_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildBeamPrecoderTable,implemented,runtime_beam_precoder_trial_rows,not_applicable,0,1
9,9,UL,5,5,1,runtime_best_beam_per_link,runtime_best_beam_per_link,1,1,1,1|2,requested_reference,ul_pusch_native_codebook_tpmi,ul_pusch_native_codebook_tpmi,0,requested_reference,0,pusch_codebook,nr_pusch_codebook,requested_matches_runtime_applied,1,1,ul_pusch_native_codebook_tpmi_port_support,applied_runtime_value,ul_pusch_native_codebook_tpmi,applied_runtime_value,ul_codebook_tpmi,nrPUSCH_native_codebook_precoding_during_modulation,1,0,0,2,1,2,1,persisted_air_interface_trial_row,air_interface/csv/ul_pusch_trials.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_beam_runtime_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildBeamPrecoderTable,implemented,runtime_beam_precoder_trial_rows,not_applicable,0,1
9,9,UL,9,9,1,runtime_best_beam_per_link,runtime_best_beam_per_link,1,1,1,1|2,requested_reference,ul_pusch_native_codebook_tpmi,ul_pusch_native_codebook_tpmi,0,requested_reference,0,pusch_codebook,nr_pusch_codebook,requested_matches_runtime_applied,1,1,ul_pusch_native_codebook_tpmi_port_support,applied_runtime_value,ul_pusch_native_codebook_tpmi,applied_runtime_value,ul_codebook_tpmi,nrPUSCH_native_codebook_precoding_during_modulation,1,0,0,2,1,2,1,persisted_air_interface_trial_row,air_interface/csv/ul_pusch_trials.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_beam_runtime_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildBeamPrecoderTable,implemented,runtime_beam_precoder_trial_rows,not_applicable,0,1
9,9,UL,14,14,1,runtime_best_beam_per_link,runtime_best_beam_per_link,1,1,1,1|2,requested_reference,ul_pusch_native_codebook_tpmi,ul_pusch_native_codebook_tpmi,0,requested_reference,0,pusch_codebook,nr_pusch_codebook,requested_matches_runtime_applied,1,1,ul_pusch_native_codebook_tpmi_port_support,applied_runtime_value,ul_pusch_native_codebook_tpmi,applied_runtime_value,ul_codebook_tpmi,nrPUSCH_native_codebook_precoding_during_modulation,1,0,0,2,1,2,1,persisted_air_interface_trial_row,air_interface/csv/ul_pusch_trials.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_beam_runtime_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildBeamPrecoderTable,implemented,runtime_beam_precoder_trial_rows,not_applicable,0,1
9,9,UL,19,19,1,runtime_best_beam_per_link,runtime_best_beam_per_link,1,1,1,1|2,requested_reference,ul_pusch_native_codebook_tpmi,ul_pusch_native_codebook_tpmi,0,requested_reference,0,pusch_codebook,nr_pusch_codebook,requested_matches_runtime_applied,1,1,ul_pusch_native_codebook_tpmi_port_support,applied_runtime_value,ul_pusch_native_codebook_tpmi,applied_runtime_value,ul_codebook_tpmi,nrPUSCH_native_codebook_precoding_during_modulation,1,0,0,2,1,2,1,persisted_air_interface_trial_row,air_interface/csv/ul_pusch_trials.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_beam_runtime_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildBeamPrecoderTable,implemented,runtime_beam_precoder_trial_rows,not_applicable,0,1
9,9,UL,26,26,1,runtime_best_beam_per_link,runtime_best_beam_per_link,1,1,1,1|2,requested_reference,ul_pusch_native_codebook_tpmi,ul_pusch_native_codebook_tpmi,0,requested_reference,0,pusch_codebook,nr_pusch_codebook,requested_matches_runtime_applied,1,1,ul_pusch_native_codebook_tpmi_port_support,applied_runtime_value,ul_pusch_native_codebook_tpmi,applied_runtime_value,ul_codebook_tpmi,nrPUSCH_native_codebook_precoding_during_modulation,1,0,0,2,1,2,1,persisted_air_interface_trial_row,air_interface/csv/ul_pusch_trials.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_beam_runtime_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildBeamPrecoderTable,implemented,runtime_beam_precoder_trial_rows,not_applicable,0,1
9,9,UL,40,40,1,runtime_best_beam_per_link,runtime_best_beam_per_link,1,1,1,1|2,requested_reference,ul_pusch_native_codebook_tpmi,ul_pusch_native_codebook_tpmi,0,requested_reference,0,pusch_codebook,nr_pusch_codebook,requested_matches_runtime_applied,1,1,ul_pusch_native_codebook_tpmi_port_support,applied_runtime_value,ul_pusch_native_codebook_tpmi,applied_runtime_value,ul_codebook_tpmi,nrPUSCH_native_codebook_precoding_during_modulation,1,0,0,2,1,2,1,persisted_air_interface_trial_row,air_interface/csv/ul_pusch_trials.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_beam_runtime_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildBeamPrecoderTable,implemented,runtime_beam_precoder_trial_rows,not_applicable,0,1
9,9,UL,43,43,1,runtime_best_beam_per_link,runtime_best_beam_per_link,1,1,1,1|2,requested_reference,ul_pusch_native_codebook_tpmi,ul_pusch_native_codebook_tpmi,0,requested_reference,0,pusch_codebook,nr_pusch_codebook,requested_matches_runtime_applied,1,1,ul_pusch_native_codebook_tpmi_port_support,applied_runtime_value,ul_pusch_native_codebook_tpmi,applied_runtime_value,ul_codebook_tpmi,nrPUSCH_native_codebook_precoding_during_modulation,1,0,0,2,1,2,1,persisted_air_interface_trial_row,air_interface/csv/ul_pusch_trials.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_beam_runtime_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildBeamPrecoderTable,implemented,runtime_beam_precoder_trial_rows,not_applicable,0,1
9,9,UL,47,47,1,runtime_best_beam_per_link,runtime_best_beam_per_link,1,1,1,1|2,requested_reference,ul_pusch_native_codebook_tpmi,ul_pusch_native_codebook_tpmi,0,requested_reference,0,pusch_codebook,nr_pusch_codebook,requested_matches_runtime_applied,1,1,ul_pusch_native_codebook_tpmi_port_support,applied_runtime_value,ul_pusch_native_codebook_tpmi,applied_runtime_value,ul_codebook_tpmi,nrPUSCH_native_codebook_precoding_during_modulation,1,0,0,2,1,2,1,persisted_air_interface_trial_row,air_interface/csv/ul_pusch_trials.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_beam_runtime_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildBeamPrecoderTable,implemented,runtime_beam_precoder_trial_rows,not_applicable,0,1
